index,Station Name,Measurement Timestamp,Air Temperature,Wet Bulb Temperature,Humidity,Rain Intensity,Interval Rain,Total Rain,Precipitation Type,Wind Direction,Wind Speed,Maximum Wind Speed,Barometric Pressure,Solar Radiation,Heading,Battery Life,Measurement Timestamp Label,Measurement ID
700,Oak Street Weather Station,06/08/2015 07:00:00 PM,21.5,18.3,73.0,11.4,2.3,26.1,60.0,281.0,1.4,3.6,984.2,8.0,0.0,12.1,06/08/2015 7:00 PM,OakStreetWeatherStation201506081900
701,Oak Street Weather Station,06/08/2015 09:00:00 PM,17.6,14.5,72.0,0.0,0.1,27.8,0.0,350.0,1.4,2.7,985.7,1.0,0.0,12.1,06/08/2015 9:00 PM,OakStreetWeatherStation201506082100
702,Foster Weather Station,06/08/2015 09:00:00 PM,16.5,,73.0,,0.0,,,338.0,3.7,4.0,985.1,0.0,,15.1,06/08/2015 9:00 PM,FosterWeatherStation201506082100
703,Oak Street Weather Station,06/08/2015 10:00:00 PM,18.4,15.1,71.0,0.0,0.0,27.8,0.0,276.0,0.7,2.0,986.4,1.0,0.0,12.0,06/08/2015 10:00 PM,OakStreetWeatherStation201506082200
704,Foster Weather Station,06/08/2015 10:00:00 PM,16.89,,75.0,,0.0,,,257.0,1.7,2.2,986.1,0.0,,15.2,06/08/2015 10:00 PM,FosterWeatherStation201506082200
705,Oak Street Weather Station,06/08/2015 11:00:00 PM,19.2,15.5,69.0,0.0,0.0,27.8,0.0,254.0,2.5,4.3,986.2,1.0,0.0,12.2,06/08/2015 11:00 PM,OakStreetWeatherStation201506082300
706,Foster Weather Station,06/08/2015 11:00:00 PM,17.5,,74.0,,0.0,,,215.0,1.0,1.3,985.8,0.0,,15.1,06/08/2015 11:00 PM,FosterWeatherStation201506082300
707,Oak Street Weather Station,06/09/2015 12:00:00 AM,19.7,15.8,67.0,0.0,0.0,27.8,0.0,258.0,2.8,4.9,986.2,0.0,0.0,12.1,06/09/2015 12:00 AM,OakStreetWeatherStation201506092400
708,Foster Weather Station,06/09/2015 12:00:00 AM,18.0,,72.0,,0.0,,,220.0,2.5,2.8,985.8,0.0,,15.1,06/09/2015 12:00 AM,FosterWeatherStation201506092400
709,Oak Street Weather Station,06/09/2015 01:00:00 AM,19.8,15.6,65.0,0.0,0.0,27.8,0.0,251.0,2.4,4.7,986.0,0.0,0.0,12.0,06/09/2015 1:00 AM,OakStreetWeatherStation201506090100
710,Foster Weather Station,06/09/2015 01:00:00 AM,17.89,,71.0,,0.0,,,281.0,2.6,2.9,985.4,0.0,,15.1,06/09/2015 1:00 AM,FosterWeatherStation201506090100
711,Oak Street Weather Station,06/09/2015 02:00:00 AM,20.0,15.5,63.0,0.0,0.0,27.8,0.0,258.0,3.2,5.7,986.1,0.0,359.0,12.0,06/09/2015 2:00 AM,OakStreetWeatherStation201506090200
712,Foster Weather Station,06/09/2015 02:00:00 AM,18.06,,68.0,,0.0,,,264.0,1.6,2.1,985.8,0.0,,15.1,06/09/2015 2:00 AM,FosterWeatherStation201506090200
713,Oak Street Weather Station,06/09/2015 03:00:00 AM,19.3,15.4,67.0,0.0,0.0,27.8,0.0,259.0,2.5,5.0,986.4,2.0,0.0,12.0,06/09/2015 3:00 AM,OakStreetWeatherStation201506090300
714,Foster Weather Station,06/09/2015 03:00:00 AM,17.56,,70.0,,0.0,,,224.0,2.7,3.1,985.8,0.0,,15.1,06/09/2015 3:00 AM,FosterWeatherStation201506090300
715,Oak Street Weather Station,06/09/2015 04:00:00 AM,19.0,15.0,66.0,0.0,0.0,27.8,0.0,257.0,2.1,4.3,986.4,0.0,0.0,12.1,06/09/2015 4:00 AM,OakStreetWeatherStation201506090400
716,Foster Weather Station,06/09/2015 04:00:00 AM,17.17,,71.0,,0.0,,,244.0,2.1,2.6,985.8,0.0,,15.1,06/09/2015 4:00 AM,FosterWeatherStation201506090400
717,Oak Street Weather Station,06/09/2015 05:00:00 AM,18.4,14.7,67.0,0.0,0.0,27.8,0.0,255.0,2.2,5.9,986.9,1.0,359.0,12.1,06/09/2015 5:00 AM,OakStreetWeatherStation201506090500
718,Foster Weather Station,06/09/2015 05:00:00 AM,16.78,,72.0,,0.0,,,225.0,2.8,3.1,986.5,1.0,,15.1,06/09/2015 5:00 AM,FosterWeatherStation201506090500
719,Oak Street Weather Station,06/09/2015 06:00:00 AM,18.7,14.7,66.0,0.0,0.0,27.8,0.0,275.0,2.2,5.7,987.3,24.0,359.0,12.1,06/09/2015 6:00 AM,OakStreetWeatherStation201506090600
720,Oak Street Weather Station,06/09/2015 07:00:00 AM,19.0,15.0,66.0,0.0,0.0,27.8,0.0,266.0,2.3,4.9,987.7,77.0,0.0,12.2,06/09/2015 7:00 AM,OakStreetWeatherStation201506090700
721,Foster Weather Station,06/09/2015 08:00:00 PM,28.67,,42.0,,0.0,,,205.0,4.1,5.7,984.1,20.0,,15.1,06/09/2015 8:00 PM,FosterWeatherStation201506092000
722,Foster Weather Station,06/09/2015 06:00:00 AM,17.06,,69.0,,0.0,,,278.0,1.4,1.8,986.8,22.0,,15.1,06/09/2015 6:00 AM,FosterWeatherStation201506090600
723,Oak Street Weather Station,06/09/2015 08:00:00 AM,19.8,15.6,65.0,0.0,0.0,27.8,0.0,250.0,2.5,4.4,988.1,183.0,359.0,12.1,06/09/2015 8:00 AM,OakStreetWeatherStation201506090800
724,Foster Weather Station,06/09/2015 08:00:00 AM,18.17,,68.0,,0.0,,,267.0,2.4,2.8,987.5,178.0,,15.1,06/09/2015 8:00 AM,FosterWeatherStation201506090800
725,Oak Street Weather Station,06/09/2015 09:00:00 AM,20.9,16.5,64.0,0.0,0.0,27.8,0.0,266.0,1.8,4.0,988.2,322.0,0.0,12.1,06/09/2015 9:00 AM,OakStreetWeatherStation201506090900
726,Foster Weather Station,06/09/2015 09:00:00 AM,20.06,,65.0,,0.0,,,253.0,2.2,2.5,987.5,310.0,,15.1,06/09/2015 9:00 AM,FosterWeatherStation201506090900
727,Oak Street Weather Station,06/09/2015 10:00:00 AM,22.5,17.4,61.0,0.0,0.0,27.8,0.0,240.0,1.6,4.7,988.2,421.0,0.0,12.1,06/09/2015 10:00 AM,OakStreetWeatherStation201506091000
728,Foster Weather Station,06/09/2015 10:00:00 AM,22.0,,59.0,,0.0,,,230.0,1.9,2.3,987.8,415.0,,15.1,06/09/2015 10:00 AM,FosterWeatherStation201506091000
729,Oak Street Weather Station,06/09/2015 11:00:00 AM,24.6,17.5,50.0,0.0,0.0,27.8,0.0,240.0,1.2,2.4,988.2,668.0,0.0,12.1,06/09/2015 11:00 AM,OakStreetWeatherStation201506091100
730,Foster Weather Station,06/09/2015 11:00:00 AM,24.06,,49.0,,0.0,,,284.0,1.9,2.1,987.8,590.0,,15.1,06/09/2015 11:00 AM,FosterWeatherStation201506091100
731,Oak Street Weather Station,06/09/2015 12:00:00 PM,26.6,17.5,40.0,0.0,0.0,27.8,0.0,254.0,1.5,3.2,988.0,734.0,0.0,12.1,06/09/2015 12:00 PM,OakStreetWeatherStation201506091200
732,Foster Weather Station,06/09/2015 12:00:00 PM,25.78,,40.0,,0.0,,,271.0,3.8,4.1,987.5,723.0,,15.1,06/09/2015 12:00 PM,FosterWeatherStation201506091200
733,Foster Weather Station,06/09/2015 01:00:00 PM,26.78,,37.0,,0.0,,,289.0,3.1,3.4,987.5,536.0,,15.1,06/09/2015 1:00 PM,FosterWeatherStation201506091300
734,Foster Weather Station,06/09/2015 02:00:00 PM,23.39,,51.0,,0.0,,,117.0,0.6,1.0,986.8,705.0,,15.1,06/09/2015 2:00 PM,FosterWeatherStation201506091400
735,Oak Street Weather Station,06/09/2015 01:00:00 PM,27.5,17.7,38.0,0.0,0.0,27.8,0.0,296.0,1.4,4.7,987.9,459.0,0.0,12.1,06/09/2015 1:00 PM,OakStreetWeatherStation201506091300
736,Oak Street Weather Station,06/09/2015 03:00:00 PM,25.4,17.5,46.0,0.0,0.0,27.8,0.0,127.0,1.1,2.1,986.8,682.0,0.0,12.1,06/09/2015 3:00 PM,OakStreetWeatherStation201506091500
737,Foster Weather Station,06/09/2015 03:00:00 PM,24.28,,47.0,,0.0,,,123.0,1.6,1.9,986.5,687.0,,15.1,06/09/2015 3:00 PM,FosterWeatherStation201506091500
738,Oak Street Weather Station,06/09/2015 04:00:00 PM,27.5,18.3,41.0,0.0,0.0,27.8,0.0,146.0,1.0,2.8,986.2,578.0,0.0,12.1,06/09/2015 4:00 PM,OakStreetWeatherStation201506091600
739,Foster Weather Station,06/09/2015 04:00:00 PM,22.06,,55.0,,0.0,,,110.0,2.6,2.7,985.8,602.0,,15.1,06/09/2015 4:00 PM,FosterWeatherStation201506091600
740,Foster Weather Station,06/09/2015 05:00:00 PM,29.56,,35.0,,0.0,,,222.0,2.3,3.3,985.4,449.0,,15.1,06/09/2015 5:00 PM,FosterWeatherStation201506091700
741,Foster Weather Station,06/09/2015 06:00:00 PM,29.67,,37.0,,0.0,,,211.0,3.6,3.9,984.8,315.0,,15.1,06/09/2015 6:00 PM,FosterWeatherStation201506091800
742,Oak Street Weather Station,06/09/2015 05:00:00 PM,29.3,18.6,36.0,0.0,0.0,27.8,0.0,97.0,1.2,2.9,985.7,77.0,0.0,12.2,06/09/2015 5:00 PM,OakStreetWeatherStation201506091700
743,Oak Street Weather Station,06/09/2015 09:00:00 PM,28.3,19.9,46.0,0.0,0.0,27.8,0.0,314.0,0.9,2.2,984.5,-2.0,0.0,12.1,06/09/2015 9:00 PM,OakStreetWeatherStation201506092100
744,Foster Weather Station,06/09/2015 09:00:00 PM,28.06,,45.0,,0.0,,,186.0,3.8,4.5,984.1,1.0,,15.1,06/09/2015 9:00 PM,FosterWeatherStation201506092100
745,Oak Street Weather Station,06/09/2015 10:00:00 PM,27.8,19.9,48.0,0.0,0.0,27.8,0.0,344.0,1.8,6.1,984.5,-2.0,0.0,12.1,06/09/2015 10:00 PM,OakStreetWeatherStation201506092200
746,Oak Street Weather Station,06/10/2015 05:00:00 AM,25.0,19.6,61.0,0.0,0.0,27.8,0.0,285.0,2.2,6.8,983.3,0.0,0.0,12.1,06/10/2015 5:00 AM,OakStreetWeatherStation201506100500
747,Foster Weather Station,06/10/2015 05:00:00 AM,25.0,,56.0,,0.0,,,241.0,3.2,3.5,983.1,2.0,,15.1,06/10/2015 5:00 AM,FosterWeatherStation201506100500
748,Foster Weather Station,06/09/2015 10:00:00 PM,27.39,,47.0,,0.0,,,213.0,5.1,5.7,984.1,0.0,,15.1,06/09/2015 10:00 PM,FosterWeatherStation201506092200
749,Oak Street Weather Station,06/09/2015 11:00:00 PM,27.3,19.9,51.0,0.0,0.0,27.8,0.0,323.0,1.4,4.7,984.5,-2.0,0.0,12.1,06/09/2015 11:00 PM,OakStreetWeatherStation201506092300
750,Foster Weather Station,06/09/2015 11:00:00 PM,26.56,,50.0,,0.0,,,209.0,5.2,6.1,984.1,1.0,,15.1,06/09/2015 11:00 PM,FosterWeatherStation201506092300
751,Oak Street Weather Station,06/10/2015 12:00:00 AM,26.9,19.9,53.0,0.0,0.0,27.8,0.0,273.0,2.2,6.5,984.3,-2.0,0.0,12.1,06/10/2015 12:00 AM,OakStreetWeatherStation201506102400
752,Foster Weather Station,06/10/2015 12:00:00 AM,26.06,,51.0,,0.0,,,218.0,3.5,3.9,984.1,2.0,,15.1,06/10/2015 12:00 AM,FosterWeatherStation201506102400
753,Oak Street Weather Station,06/10/2015 01:00:00 AM,26.1,19.6,55.0,0.0,0.0,27.8,0.0,276.0,1.7,6.1,984.1,-2.0,0.0,12.1,06/10/2015 1:00 AM,OakStreetWeatherStation201506100100
754,Foster Weather Station,06/10/2015 01:00:00 AM,25.39,,55.0,,0.0,,,223.0,3.3,4.0,983.7,1.0,,15.1,06/10/2015 1:00 AM,FosterWeatherStation201506100100
755,Foster Weather Station,06/10/2015 11:00:00 AM,29.67,,46.0,,0.0,,,258.0,5.6,6.3,984.4,739.0,,15.1,06/10/2015 11:00 AM,FosterWeatherStation201506101100
756,Oak Street Weather Station,06/10/2015 11:00:00 AM,30.6,21.9,47.0,0.0,0.0,27.8,0.0,284.0,1.1,4.2,984.6,824.0,1.0,12.1,06/10/2015 11:00 AM,OakStreetWeatherStation201506101100
757,Oak Street Weather Station,06/10/2015 02:00:00 AM,25.9,19.8,58.0,0.0,0.0,27.8,0.0,265.0,3.2,7.2,983.5,-2.0,0.0,12.1,06/10/2015 2:00 AM,OakStreetWeatherStation201506100200
758,Foster Weather Station,06/10/2015 02:00:00 AM,24.89,,58.0,,0.0,,,207.0,6.3,6.7,983.1,1.0,,15.1,06/10/2015 2:00 AM,FosterWeatherStation201506100200
759,Oak Street Weather Station,06/10/2015 03:00:00 AM,25.7,19.7,58.0,0.0,0.0,27.8,0.0,271.0,2.9,8.3,983.4,0.0,0.0,12.2,06/10/2015 3:00 AM,OakStreetWeatherStation201506100300
760,Foster Weather Station,06/10/2015 03:00:00 AM,24.89,,58.0,,0.0,,,300.0,1.6,2.1,983.1,0.0,,15.1,06/10/2015 3:00 AM,FosterWeatherStation201506100300
761,Oak Street Weather Station,06/10/2015 04:00:00 AM,25.5,19.6,59.0,0.0,0.0,27.8,0.0,263.0,3.8,7.5,983.5,0.0,0.0,12.1,06/10/2015 4:00 AM,OakStreetWeatherStation201506100400
762,Foster Weather Station,06/10/2015 04:00:00 AM,25.06,,55.0,,0.0,,,189.0,2.2,2.5,983.1,1.0,,15.1,06/10/2015 4:00 AM,FosterWeatherStation201506100400
763,Oak Street Weather Station,06/10/2015 06:00:00 AM,25.2,19.5,59.0,0.0,0.0,27.8,0.0,241.0,1.4,7.2,983.6,90.0,0.0,12.1,06/10/2015 6:00 AM,OakStreetWeatherStation201506100600
764,Foster Weather Station,06/10/2015 06:00:00 AM,25.0,,56.0,,0.0,,,210.0,5.1,5.7,983.1,59.0,,15.1,06/10/2015 6:00 AM,FosterWeatherStation201506100600
765,Oak Street Weather Station,06/10/2015 07:00:00 AM,25.5,20.0,61.0,0.0,0.0,27.8,0.0,265.0,3.4,7.9,984.0,241.0,0.0,12.1,06/10/2015 7:00 AM,OakStreetWeatherStation201506100700
766,Foster Weather Station,06/10/2015 07:00:00 AM,24.78,,59.0,,0.0,,,224.0,2.5,3.0,983.4,195.0,,15.1,06/10/2015 7:00 AM,FosterWeatherStation201506100700
767,Oak Street Weather Station,06/10/2015 08:00:00 AM,27.0,20.5,56.0,0.0,0.0,27.8,0.0,276.0,1.9,6.1,984.3,412.0,0.0,12.1,06/10/2015 8:00 AM,OakStreetWeatherStation201506100800
768,Foster Weather Station,06/10/2015 08:00:00 AM,26.06,,56.0,,0.0,,,279.0,1.7,2.0,983.7,351.0,,15.1,06/10/2015 8:00 AM,FosterWeatherStation201506100800
769,Oak Street Weather Station,06/10/2015 09:00:00 AM,28.3,21.2,53.0,0.0,0.0,27.8,0.0,285.0,2.9,9.0,984.2,586.0,0.0,12.2,06/10/2015 9:00 AM,OakStreetWeatherStation201506100900
770,Foster Weather Station,06/10/2015 09:00:00 AM,27.56,,52.0,,0.0,,,319.0,1.0,1.6,984.1,516.0,,15.1,06/10/2015 9:00 AM,FosterWeatherStation201506100900
771,Oak Street Weather Station,06/10/2015 10:00:00 AM,29.4,21.7,51.0,0.0,0.0,27.8,0.0,255.0,2.7,6.7,984.8,320.0,0.0,12.1,06/10/2015 10:00 AM,OakStreetWeatherStation201506101000
772,Foster Weather Station,06/10/2015 10:00:00 AM,28.28,,51.0,,0.0,,,278.0,5.6,6.4,984.1,566.0,,15.1,06/10/2015 10:00 AM,FosterWeatherStation201506101000
773,Foster Weather Station,06/10/2015 12:00:00 PM,30.39,,46.0,,0.0,,,292.0,6.3,7.8,984.1,714.0,,15.1,06/10/2015 12:00 PM,FosterWeatherStation201506101200
774,Oak Street Weather Station,06/10/2015 01:00:00 PM,32.7,22.7,43.0,0.0,0.0,27.8,0.0,11.0,1.2,2.3,984.2,912.0,1.0,12.1,06/10/2015 1:00 PM,OakStreetWeatherStation201506101300
775,Foster Weather Station,06/10/2015 01:00:00 PM,31.39,,42.0,,0.0,,,220.0,2.8,3.6,984.1,880.0,,15.1,06/10/2015 1:00 PM,FosterWeatherStation201506101300
776,Oak Street Weather Station,06/10/2015 02:00:00 PM,32.9,22.3,40.0,0.0,0.0,27.8,0.0,1.0,1.4,3.5,984.1,810.0,1.0,12.1,06/10/2015 2:00 PM,OakStreetWeatherStation201506101400
777,Foster Weather Station,06/10/2015 02:00:00 PM,32.39,,41.0,,0.0,,,26.0,2.1,2.3,984.1,809.0,,15.1,06/10/2015 2:00 PM,FosterWeatherStation201506101400
778,Foster Weather Station,06/10/2015 03:00:00 PM,19.0,,73.0,,0.0,,,19.0,1.3,1.5,984.4,465.0,,15.1,06/10/2015 3:00 PM,FosterWeatherStation201506101500
779,Foster Weather Station,06/10/2015 04:00:00 PM,19.5,,71.0,,0.0,,,6.0,1.3,1.4,984.4,193.0,,15.1,06/10/2015 4:00 PM,FosterWeatherStation201506101600
780,Oak Street Weather Station,06/10/2015 03:00:00 PM,22.4,18.1,67.0,0.0,0.0,27.8,0.0,149.0,1.0,2.5,984.8,791.0,0.0,12.1,06/10/2015 3:00 PM,OakStreetWeatherStation201506101500
781,Oak Street Weather Station,06/10/2015 05:00:00 PM,20.8,16.6,66.0,0.0,0.0,27.8,0.0,159.0,0.6,1.1,984.5,25.0,0.0,12.1,06/10/2015 5:00 PM,OakStreetWeatherStation201506101700
782,Foster Weather Station,06/10/2015 05:00:00 PM,19.17,,69.0,,0.03,,,33.0,0.8,1.0,984.1,212.0,,15.1,06/10/2015 5:00 PM,FosterWeatherStation201506101700
783,Foster Weather Station,06/10/2015 06:00:00 PM,18.06,,75.0,,0.03,,,22.0,1.5,1.7,984.8,226.0,,15.1,06/10/2015 6:00 PM,FosterWeatherStation201506101800
784,Foster Weather Station,06/10/2015 07:00:00 PM,17.5,,75.0,,0.0,,,41.0,1.0,1.3,985.1,60.0,,15.1,06/10/2015 7:00 PM,FosterWeatherStation201506101900
785,Oak Street Weather Station,06/10/2015 06:00:00 PM,19.2,15.8,70.0,0.0,0.0,27.8,0.0,71.0,1.4,2.7,985.0,136.0,0.0,12.1,06/10/2015 6:00 PM,OakStreetWeatherStation201506101800
786,Oak Street Weather Station,06/10/2015 08:00:00 PM,19.4,15.7,69.0,0.0,0.0,27.8,0.0,126.0,0.6,1.7,985.9,22.0,0.0,12.1,06/10/2015 8:00 PM,OakStreetWeatherStation201506102000
787,Foster Weather Station,06/10/2015 08:00:00 PM,17.5,,76.0,,0.0,,,200.0,0.3,0.5,985.1,21.0,,15.1,06/10/2015 8:00 PM,FosterWeatherStation201506102000
788,Oak Street Weather Station,06/10/2015 09:00:00 PM,22.1,17.2,62.0,0.0,0.0,27.8,0.0,118.0,0.3,1.0,986.8,0.0,0.0,12.1,06/10/2015 9:00 PM,OakStreetWeatherStation201506102100
789,Foster Weather Station,06/10/2015 09:00:00 PM,19.06,,69.0,,0.0,,,73.0,0.8,1.1,986.8,0.0,,15.1,06/10/2015 9:00 PM,FosterWeatherStation201506102100
790,Oak Street Weather Station,06/10/2015 10:00:00 PM,19.0,16.1,74.0,0.0,0.0,27.8,0.0,102.0,0.0,0.5,987.4,1.0,0.0,12.1,06/10/2015 10:00 PM,OakStreetWeatherStation201506102200
791,Foster Weather Station,06/10/2015 10:00:00 PM,16.89,,80.0,,0.0,,,44.0,0.1,0.3,986.8,1.0,,15.1,06/10/2015 10:00 PM,FosterWeatherStation201506102200
792,Oak Street Weather Station,06/10/2015 11:00:00 PM,17.8,15.8,82.0,0.0,0.0,27.8,0.0,9.0,1.4,1.6,987.9,1.0,0.0,12.0,06/10/2015 11:00 PM,OakStreetWeatherStation201506102300
793,Foster Weather Station,06/10/2015 11:00:00 PM,16.39,,81.0,,0.0,,,69.0,0.2,0.3,987.5,1.0,,15.1,06/10/2015 11:00 PM,FosterWeatherStation201506102300
794,Oak Street Weather Station,06/11/2015 12:00:00 AM,19.4,15.8,70.0,0.0,0.0,27.8,0.0,17.0,1.7,2.2,988.6,0.0,0.0,12.1,06/11/2015 12:00 AM,OakStreetWeatherStation201506112400
795,Foster Weather Station,06/11/2015 12:00:00 AM,16.56,,80.0,,0.0,,,335.0,1.4,1.7,988.1,0.0,,15.1,06/11/2015 12:00 AM,FosterWeatherStation201506112400
796,Oak Street Weather Station,06/11/2015 01:00:00 AM,17.2,15.5,84.0,0.0,0.0,27.8,0.0,94.0,0.5,1.3,988.6,1.0,0.0,12.0,06/11/2015 1:00 AM,OakStreetWeatherStation201506110100
797,Foster Weather Station,06/11/2015 01:00:00 AM,16.28,,82.0,,0.0,,,5.0,2.1,2.2,988.1,0.0,,15.1,06/11/2015 1:00 AM,FosterWeatherStation201506110100
798,Oak Street Weather Station,06/11/2015 02:00:00 AM,22.0,15.6,51.0,0.0,0.0,27.8,0.0,119.0,0.9,2.4,989.1,0.0,0.0,12.1,06/11/2015 2:00 AM,OakStreetWeatherStation201506110200
799,Foster Weather Station,06/11/2015 02:00:00 AM,16.17,,81.0,,0.0,,,350.0,1.1,1.3,988.8,0.0,,15.1,06/11/2015 2:00 AM,FosterWeatherStation201506110200
800,Oak Street Weather Station,06/11/2015 03:00:00 AM,23.4,16.5,49.0,0.0,0.0,27.8,0.0,296.0,1.2,2.1,989.4,0.0,0.0,12.1,06/11/2015 3:00 AM,OakStreetWeatherStation201506110300
801,Foster Weather Station,06/11/2015 03:00:00 AM,20.17,,58.0,,0.0,,,263.0,0.6,0.7,988.8,0.0,,15.1,06/11/2015 3:00 AM,FosterWeatherStation201506110300
802,Oak Street Weather Station,06/11/2015 04:00:00 AM,17.4,14.9,77.0,0.0,0.0,27.8,0.0,261.0,0.8,1.6,989.2,1.0,0.0,12.0,06/11/2015 4:00 AM,OakStreetWeatherStation201506110400
803,Foster Weather Station,06/11/2015 04:00:00 AM,15.56,,82.0,,0.0,,,3.0,3.9,5.3,988.5,0.0,,15.1,06/11/2015 4:00 AM,FosterWeatherStation201506110400
804,Oak Street Weather Station,06/11/2015 05:00:00 AM,15.8,13.6,79.0,0.0,0.0,27.8,0.0,0.0,0.0,0.7,988.4,2.0,359.0,12.1,06/11/2015 5:00 AM,OakStreetWeatherStation201506110500
805,Foster Weather Station,06/11/2015 05:00:00 AM,14.17,,83.0,,0.0,,,14.0,0.7,1.4,987.8,1.0,,15.1,06/11/2015 5:00 AM,FosterWeatherStation201506110500
806,Oak Street Weather Station,06/11/2015 06:00:00 AM,15.9,13.7,78.0,0.0,0.0,27.8,0.0,349.0,0.6,1.5,988.8,57.0,359.0,12.1,06/11/2015 6:00 AM,OakStreetWeatherStation201506110600
807,Foster Weather Station,06/11/2015 06:00:00 AM,14.67,,81.0,,0.0,,,30.0,1.2,1.3,988.5,52.0,,15.1,06/11/2015 6:00 AM,FosterWeatherStation201506110600
808,Foster Weather Station,06/11/2015 07:00:00 AM,13.89,,83.0,,0.0,,,57.0,2.8,3.2,988.5,93.0,,15.1,06/11/2015 7:00 AM,FosterWeatherStation201506110700
809,Oak Street Weather Station,06/11/2015 07:00:00 AM,15.5,13.5,81.0,0.0,0.0,27.8,0.0,88.0,1.1,2.1,989.1,73.0,359.0,12.1,06/11/2015 7:00 AM,OakStreetWeatherStation201506110700
810,Oak Street Weather Station,06/11/2015 08:00:00 AM,15.3,13.5,83.0,0.0,0.0,27.8,0.0,75.0,2.8,3.3,989.4,457.0,0.0,12.0,06/11/2015 8:00 AM,OakStreetWeatherStation201506110800
811,Foster Weather Station,06/11/2015 08:00:00 AM,14.78,,79.0,,0.0,,,14.0,1.3,1.9,989.2,409.0,,15.1,06/11/2015 8:00 AM,FosterWeatherStation201506110800
812,Oak Street Weather Station,06/11/2015 10:00:00 AM,15.3,14.0,87.0,0.0,0.0,27.8,0.0,17.0,3.6,4.3,990.1,346.0,359.0,12.1,06/11/2015 10:00 AM,OakStreetWeatherStation201506111000
813,Foster Weather Station,06/11/2015 10:00:00 AM,14.06,,83.0,,0.0,,,7.0,2.5,3.0,989.5,265.0,,15.1,06/11/2015 10:00 AM,FosterWeatherStation201506111000
814,Oak Street Weather Station,06/11/2015 12:00:00 PM,14.9,13.5,86.0,0.0,0.0,27.8,0.0,23.0,2.4,3.5,989.9,903.0,0.0,12.1,06/11/2015 12:00 PM,OakStreetWeatherStation201506111200
815,Foster Weather Station,06/11/2015 12:00:00 PM,14.28,,82.0,,0.05,,,4.0,3.7,3.9,989.5,616.0,,15.1,06/11/2015 12:00 PM,FosterWeatherStation201506111200
816,Oak Street Weather Station,06/11/2015 01:00:00 PM,15.1,13.6,85.0,0.0,0.0,27.8,0.0,45.0,1.3,1.9,989.7,529.0,0.0,12.1,06/11/2015 1:00 PM,OakStreetWeatherStation201506111300
817,Foster Weather Station,06/11/2015 01:00:00 PM,13.78,,82.0,,0.0,,,29.0,2.3,2.6,988.8,632.0,,15.1,06/11/2015 1:00 PM,FosterWeatherStation201506111300
818,Oak Street Weather Station,06/11/2015 02:00:00 PM,16.1,14.3,83.0,0.0,0.0,27.9,60.0,21.0,1.9,2.3,989.6,110.0,0.0,12.1,06/11/2015 2:00 PM,OakStreetWeatherStation201506111400
819,Foster Weather Station,06/11/2015 02:00:00 PM,15.28,,80.0,,0.0,,,337.0,2.6,3.1,989.2,163.0,,15.1,06/11/2015 2:00 PM,FosterWeatherStation201506111400
820,Oak Street Weather Station,06/11/2015 03:00:00 PM,15.9,14.3,85.0,0.0,0.3,28.1,0.0,9.0,4.3,6.6,989.8,379.0,359.0,12.0,06/11/2015 3:00 PM,OakStreetWeatherStation201506111500
821,Foster Weather Station,06/11/2015 03:00:00 PM,14.0,,81.0,,0.2,,,344.0,6.4,7.0,989.2,250.0,,15.1,06/11/2015 3:00 PM,FosterWeatherStation201506111500
822,Oak Street Weather Station,06/11/2015 04:00:00 PM,14.2,12.9,87.0,0.0,0.0,28.1,0.0,13.0,3.9,6.3,988.9,246.0,359.0,12.1,06/11/2015 4:00 PM,OakStreetWeatherStation201506111600
823,Foster Weather Station,06/11/2015 04:00:00 PM,13.5,,84.0,,0.0,,,9.0,3.2,4.8,988.5,464.0,,15.1,06/11/2015 4:00 PM,FosterWeatherStation201506111600
824,Oak Street Weather Station,06/11/2015 05:00:00 PM,15.3,13.5,82.0,0.0,0.0,28.1,0.0,3.0,1.7,2.5,988.6,154.0,359.0,12.0,06/11/2015 5:00 PM,OakStreetWeatherStation201506111700
825,Foster Weather Station,06/11/2015 05:00:00 PM,14.0,,82.0,,0.0,,,3.0,4.6,5.0,987.8,196.0,,15.1,06/11/2015 5:00 PM,FosterWeatherStation201506111700
826,Foster Weather Station,06/11/2015 06:00:00 PM,14.89,,83.0,,0.0,,,21.0,2.5,2.9,987.5,70.0,,15.1,06/11/2015 6:00 PM,FosterWeatherStation201506111800
827,Foster Weather Station,06/11/2015 07:00:00 PM,16.17,,84.0,,0.0,,,149.0,0.8,1.3,987.1,33.0,,15.1,06/11/2015 7:00 PM,FosterWeatherStation201506111900
828,Oak Street Weather Station,06/11/2015 06:00:00 PM,16.4,14.3,80.0,0.0,0.0,28.1,0.0,0.0,0.0,1.3,988.1,57.0,0.0,12.0,06/11/2015 6:00 PM,OakStreetWeatherStation201506111800
829,Oak Street Weather Station,06/11/2015 08:00:00 PM,17.2,15.9,88.0,0.0,0.0,29.3,0.0,116.0,1.8,3.6,987.1,7.0,0.0,12.2,06/11/2015 8:00 PM,OakStreetWeatherStation201506112000
830,Foster Weather Station,06/11/2015 08:00:00 PM,16.06,,85.0,,0.0,,,175.0,1.1,1.4,986.8,6.0,,15.1,06/11/2015 8:00 PM,FosterWeatherStation201506112000
